"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00412013","C C BOTANICAL GARDENS, TX US","27.6606","-97.3983","4.9","2023-11",,,"3673","7","60",",7","9",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","42",",7,02,+","0",",,7,30,+","0.0",",,7,30,+","1.95",",,7,13,","83",",7,09,","160","7",,,"138",",7",,,,,,,,,,,"4.85",",,,7","0.0",",,,7","62.4",",7","69.0",",,,7","55.8",",,,7",,,,,,,,
"USC00412013","C C BOTANICAL GARDENS, TX US","27.6606","-97.3983","4.9","2023-12",,,"3699","7","26",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","0",",7","34",",7,11,","0",",,7,31,+","0.0",",,7,31,+","0.51",",,7,15,","79",",7,10,","323","7",,,"163",",7",,,,,,,,,,,"0.97",",,,7","0.0",",,,7","60.6",",7","69.3",",,,7","51.8",",,,7",,,,,,,,
"USC00412013","C C BOTANICAL GARDENS, TX US","27.6606","-97.3983","4.9","2024-01",,,"3",,"3","3,H","9",",H","6",",H","0",",H","0",",H","0",",H","4",",H","1","3,H","6","3,H","0","3,H","22",",H,17,+","0",",,H,31,+","0.0",",,H,31,+","1.57",",,H,22,","78","3,H,09,","640",,,,"317","3,H",,,,,,,,,,,"4.52",",,,H","0.0",",,,H","53.7","3,H","63.5","3,,,H","44.0",",,,H",,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-01","12.5",",W","24","W","24",",W",,,,,,,,,"0",",W","0",",W","0",",W","8",",W","0",",W","33",",W,17,",,,,,,,"77",",W,12,",,,,,"356",",W",,,,,,,,,,,,,,,"54.3",",W","60.4",",,,W","48.2",",,,W","140",",W","330",",W","38.0",",W","159",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-02","11.6","5,W","56","W","32","5,W",,,,,,,,,"0","5,W","0","5,W","0","5,W","11","5,W","1","5,W","36","5,W,16,",,,,,,,"92","5,W,24,",,,,,"171","5,W",,,,,,,,,,,,,,,"59.0","5,W","66.5","5,,,W","51.4","5,,,W","160","5,W","160","5,W","28.0","5,W","37","5,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-03","13.2","1,W","229","W","172","1,W",,,,,,,,,"0","1,W","0","1,W","0","1,W","27","1,W","0","1,W","41","1,W,05,",,,,,,,"82","1,W,28,",,,,,"32","1,W",,,,,,,,,,,,,,,"69.7","1,W","75.7","1,,,W","63.6","1,,,W","150","1,W","130","1,W","42.9","1,W","206","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-04","13.6","1,W","434","W","206","1,W",,,,,,,,,"0","1,W","0","1,W","0",",W","26",",W","0",",W","42","1,W,08,",,,,,,,"87",",W,25,",,,,,"35",",W",,,,,,,,,,,,,,,"71.0","1,W","77.3",",,,W","64.8","1,,,W","20","1,W","30","1,W","35.1","1,W","206","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-05","11.9",",W","877","W","443",",W",,,,,,,,,"0",",W","0",",W","0",",W","31",",W","0",",W","66",",W,10,",,,,,,,"89",",W,16,+",,,,,"0",",W",,,,,,,,,,,,,,,"79.3",",W","85.1",",,,W","73.5",",,,W","140",",W","150",",W","36.0",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-06","11.9","3,W","1455","W","578",",W",,,,,,,,,"0",",W","0",",W","0",",W","30",",W","19",",W","70",",W,05,",,,,,,,"92",",W,19,+",,,,,"0",",W",,,,,,,,,,,,,,,"84.3",",W","89.3",",,,W","79.2",",,,W","160","2,W","180","2,W","30.0","2,W","38","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-07","10.7",",W","1973","W","518","4,W","9","1,W","9","1,W",,,,,"0","4,W","0","4,W","0","4,W","27","4,W","15","4,W","74","4,W,24,+",,,,,"3.59","1,,W,03,","93","4,W,23,","0","W",,,"0","4,W",,,,,,,,,,,"10.74","1,,,W",,,"84.2","4,W","89.4","4,,,W","79.0","4,,,W","160",",W","170",",W","32.0",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-08","9.2",",W","2599","W","625","1,W","11",",W","10",",W",,,,,"0","1,W","0","1,W","0","1,W","30","1,W","25","1,W","76","1,W,14,",,,,,"0.73",",,W,14,","98","1,W,13,","0","W",,,"0","1,W",,,,,,,,,,,"2.93",",,,W",,,"85.8","1,W","91.7","1,,,W","80.0","1,,,W","360",",W","50",",W","29.1",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-09","8.7",",W","3146","W","547","1,W","6","1,W","3","1,W",,,,,"0","1,W","0","1,W","0","1,W","29","1,W","22","1,W","70","1,W,24,",,,,,"3.06","1,,W,29,","92","1,W,27,+","0","W",,,"0","1,W",,,,,,,,,,,"3.74","1,,,W",,,"83.9","1,W","89.9","1,,,W","77.8","1,,,W","130",",W","90",",W","35.1",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-10","9.8",",W","3514","W","368","2,W",,,,,,,,,"0","2,W","0","2,W","0","2,W","29","2,W","2","2,W","51","2,W,24,",,,,,,,"91","2,W,18,","0","W",,,"0","2,W",,,,,,,,,,,,,,,"77.7","2,W","84.8","2,,,W","70.5","2,,,W","340",",W","330",",W","136.9",",W","169",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-11","11.0",",W","3741","W","227","2,W","4",",W","1",",W",,,,,"0","2,W","0","2,W","0","2,W","23","2,W","0","2,W","44","2,W,26,",,,,,"0.50",",,W,24,","87","2,W,21,+","52","W",,,"51","2,W",,,,,,,,,,,"0.63",",,,W",,,"71.3","2,W","78.1","2,,,W","64.5","2,,,W","20",",W","90",",W","36.9",",W","114",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2007-12","11.9","1,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360","1,W","300","1,W","38.9","1,W","206","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-02","12.5","3,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","3,W","180","3,W","33.1","3,W","63","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-04","14.5","4,W",,,"227","4,W","3","4,W","1","4,W",,,,,"0","4,W","0","4,W","0","4,W","26","4,W","0","4,W","55","4,W,29,",,,,,"0.76","4,,W,26,","85","4,W,10,",,,,,"0","4,W",,,,,,,,,,,"0.86","4,,,W",,,"73.7","4,W","79.9","4,,,W","67.5","4,,,W","160","4,W","160","4,W","38.0","4,W","49","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-05","14.5","5,W",,,"392","4,W","1","5,W","1","5,W",,,,,"0","4,W","0","4,W","0","4,W","27","4,W","0","4,W","64","4,W,18,",,,,,"0.39","5,,W,16,","89","4,W,31,+",,,,,"0","4,W",,,,,,,,,,,"0.39","5,,,W",,,"79.5","4,W","85.3","4,,,W","73.7","4,,,W","40","5,W","110","4,W","36.9","5,W","206","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-07","12.3","3,W",,,"473","4,W","5","4,W","5","4,W",,,,,"0","4,W","0","4,W","0","3,W","28","3,W","9","3,W","72","4,W,06,+",,,,,"3.85","4,,W,23,","93","3,W,22,","0","W",,,"0","3,W",,,,,,,,,,,"4.71","4,,,W",,,"82.5","4,W","88.6","3,,,W","76.5","4,,,W","200","3,W","90","3,W","49.0","3,W","206","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-08","9.8","5,W",,,,,,,,,,,,,,,,,"0","5,W","26","5,W","19","5,W",,,,,,,,,"93","5,W,25,+",,,,,,,,,,,,,,,,,,,,,,,"89.9","5,,,W",,,"230","5,W","270","5,W","49.0","5,W","169","5,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-09","10.7","2,W",,,"441","2,W","3","2,W","1","2,W",,,,,"0","2,W","0","2,W","0","2,W","28","2,W","10","2,W","61","2,W,27,",,,,,"0.36","2,,W,09,","97","2,W,02,",,,,,"0","2,W",,,,,,,,,,,"0.45","2,,,W",,,"80.8","2,W","88.1","2,,,W","73.4","2,,,W","50","2,W","210","2,W","32.0","2,W","69","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-11","10.7","4,W",,,"120","4,W","2","4,W","1","4,W",,,,,"0","4,W","0","4,W","0","4,W","22","4,W","0","4,W","43","4,W,17,",,,,,"0.19","4,,W,10,","82","4,W,06,+",,,,,"43","4,W",,,,,,,,,,,"0.20","4,,,W",,,"68.0","4,W","76.2","4,,,W","59.8","4,,,W","20","4,W","240","4,W","40.9","4,W","116","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2008-12","12.3","2,W",,,"47","2,W","4","2,W","0","2,W",,,,,"0","2,W","0","2,W","0","2,W","15","2,W","0","2,W","37","2,W,16,",,,,,"0.08","2,,W,10,","85","2,W,09,",,,,,"178","2,W",,,,,,,,,,,"0.18","2,,,W",,,"60.5","2,W","68.5","2,,,W","52.4","2,,,W","10","2,W","220","2,W","40.0","2,W","93","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-01","11.9","4,W","22","W","22","4,W","0","4,W","0","4,W",,,,,"0","4,W","0","4,W","0","4,W","16","4,W","0","4,W","39","4,W,28,",,,,,"0.00","4,T,W,28,+","80","4,W,19,",,,,,"148","4,W",,,,,,,,,,,"0.00","4,T,,W",,,"60.3","4,W","70.1","4,,,W","50.6","4,,,W","160","4,W","330","4,W","36.9","4,W","82","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-02",,,,,,,"3","5,W","1","5,W",,,,,,,,,,,,,,,,,,,,,"0.28","5,,W,23,",,,,,,,,,,,,,,,,,,,"0.33","5,,,W",,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-03","13.4","5,W",,,"118","5,W","6","5,W","3","5,W",,,,,"0","5,W","0","5,W","0","5,W","21","5,W","1","5,W","40","5,W,02,",,,,,"0.59","5,,W,15,","92","5,W,27,",,,,,"70","5,W",,,,,,,,,,,"0.96","5,,,W",,,"66.8","5,W","75.0","5,,,W","58.6","5,,,W","350","5,W","360","5,W","38.0","5,W","69","5,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-04","15.4","1,W",,,"282","2,W","3","1,W","0","1,W",,,,,"0","2,W","0","2,W","0","1,W","29","1,W","2","1,W","51","2,W,07,",,,,,"0.01","1,,W,16,+","91","1,W,12,",,,,,"3","1,W",,,,,,,,,,,"0.04","1,,,W",,,"75.1","2,W","82.5","1,,,W","67.6","2,,,W","320","1,W","130","1,W","38.0","1,W","206","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-05","13.4","3,W",,,"416","4,W","5","3,W","4","3,W",,,,,"0","4,W","0","4,W","0","3,W","28","3,W","2","3,W","66","4,W,21,",,,,,"0.64","3,,W,24,","92","3,W,24,",,,,,"0","3,W",,,,,,,,,,,"1.62","3,,,W",,,"80.4","4,W","86.9","3,,,W","73.9","4,,,W","10","3,W","160","3,W","36.0","3,W","206","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-07","15.0","4,W",,,"582","4,W","0","4,W","0","4,W",,,,,"0","4,W","0","4,W","0","4,W","27","4,W","27","4,W","77","4,W,24,",,,,,"0.00","4,,W,31,+","94","4,W,31,+","0","W",,,"0","4,W",,,,,,,,,,,"0.00","4,,,W",,,"86.5","4,W","93.0","4,,,W","80.1","4,,,W","160","4,W","160","4,W","30.0","4,W","38","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-11","9.8","2,W",,,,,"11","2,W","5","2,W",,,,,,,,,,,,,,,,,,,,,"2.56","2,,W,20,",,,,,,,,,,,,,,,,,,,"5.90","2,,,W",,,,,,,,,"310","2,W","210","2,W","64.0","2,W","102","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2009-12","11.4","2,W",,,"6","5,W","14","2,W","5","2,W",,,,,"0","5,W","0","5,W","0","5,W","5","5,W","0","5,W","37","5,W,05,",,,,,"1.75","2,,W,01,","76","5,W,08,",,,,,"294","5,W",,,,,,,,,,,"4.90","2,,,W",,,"53.9","5,W","60.6","5,,,W","47.2","5,,,W","320","2,W","290","2,W","42.9","2,W","59","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-01","11.9","4,W","5","W","5","4,W","7","4,W","3","4,W",,,,,"0","4,W","0","4,W","0","4,W","8","4,W","0","4,W","36","4,W,07,",,,,,"1.60","4,,W,14,","75","4,W,21,",,,,,"237","4,W",,,,,,,,,,,"2.15","4,,,W",,,"56.4","4,W","63.8","4,,,W","49.0","4,,,W","10","4,W","120","4,W","38.9","4,W","52","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-02","13.0","3,W","6","W","0","3,W","10","3,W","6","3,W",,,,,"0","3,W","0","3,W","0","3,W","3","3,W","0","3,W","37","3,W,13,",,,,,"1.75","3,,W,11,","74","3,W,21,",,,,,"258","3,W",,,,,,,,,,,"4.33","3,,,W",,,"54.7","3,W","61.8","3,,,W","47.6","3,,,W","10","3,W","210","3,W","46.1","3,W","97","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-03","12.5","3,W","44","W","38","3,W","7","3,W","3","3,W",,,,,"0","3,W","0","3,W","0","3,W","20","3,W","0","3,W","38","3,W,21,",,,,,"0.54","3,,W,20,","77","3,W,28,+",,,,,"77","3,W",,,,,,,,,,,"1.10","3,,,W",,,"63.6","3,W","71.9","3,,,W","55.3","3,,,W","310","3,W","190","3,W","45.0","3,W","206","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-04","14.1","2,W","265","W","221","2,W","3","2,W","1","2,W",,,,,"0","2,W","0","2,W","0","2,W","28","2,W","0","2,W","58","2,W,09,+",,,,,"0.16","2,,W,18,","87","2,W,26,+",,,,,"0","2,W",,,,,,,,,,,"0.19","2,,,W",,,"72.9","2,W","79.1","2,,,W","66.7","2,,,W","210","2,W","120","2,W","161.1","2,W","181","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-05","13.6",",W","668","W","403","3,W","3",",W","0",",W",,,,,"0","3,W","0","3,W","0","3,W","28","3,W","2","3,W","65","3,W,05,+",,,,,"0.06",",,W,15,","92","3,W,29,+",,,,,"0","3,W",,,,,,,,,,,"0.12",",,,W",,,"79.4","3,W","85.7","3,,,W","73.1","3,,,W","210",",W","210",",W","161.1",",W","186",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-06",,,,,,,"4","5,W","3","5,W",,,,,,,,,,,,,,,,,,,,,"1.21","5,,W,29,",,,,,,,,,,,,,,,,,,,"2.32","5,,,W",,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-07",,,,,"563","2,W","13","2,W","7","2,W",,,,,"0","2,W","0","2,W","0","2,W","29","2,W","17","2,W","75","2,W,31,",,,,,"0.88","2,,W,01,","92","2,W,25,+","0","W",,,"0","2,W",,,,,,,,,,,"2.68","2,,,W",,,"84.4","2,W","89.5","2,,,W","79.3","2,,,W","240","2,W","330","2,W","86.1","2,W","171","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-08",,,,,,,"0","4,W","0","4,W",,,,,,,,,,,,,,,,,,,,,"0.00","4,T,W,31,+",,,,,,,,,,,,,,,,,,,"0.00","4,T,,W",,,,,,,,,"270","4,W","270","4,W","91.0","4,W","154","4,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-09","9.8","3,W",,,"429","3,W","16",",W","12",",W",,,,,"0","3,W","0","3,W","0","3,W","27","3,W","11","3,W","62","3,W,27,",,,,,"4.13",",,W,19,","92","3,W,02,+",,,,,"0","3,W",,,,,,,,,,,"12.04",",,,W",,,"80.9","3,W","87.4","3,,,W","74.4","3,,,W","330",",W","180",",W","95.1",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-10","10.3",",W",,,"316","2,W","1",",W","0",",W",,,,,"0","2,W","0","2,W","0","2,W","29","2,W","0","2,W","51","2,W,30,",,,,,"0.06",",,W,13,","89","2,W,01,",,,,,"2","2,W",,,,,,,,,,,"0.06",",,,W",,,"75.8","2,W","83.6","2,,,W","68.1","2,,,W","30",",W","30",",W","33.1",",W","41",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-11","13.0","1,W",,,"103","4,W","2","4,W","1","4,W",,,,,"0","4,W","0","4,W","0","4,W","22","4,W","0","4,W","43","4,W,26,",,,,,"0.97","4,,W,02,","85","4,W,01,",,,,,"38","4,W",,,,,,,,,,,"1.03","4,,,W",,,"67.5","4,W","75.6","4,,,W","59.3","4,,,W","360","1,W","360","1,W","38.9","1,W","45","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2010-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-01","11.2","2,W","9","W","9","4,W","8","2,W","5","2,W",,,,,"0","4,W","0","4,W","0","4,W","6","4,W","0","4,W","35","4,W,21,",,,,,"1.63","2,,W,16,","76","4,W,30,",,,,,"241","4,W",,,,,,,,,,,"4.56","2,,,W",,,"56.4","4,W","63.5","4,,,W","49.3","4,,,W","300","2,W","220","2,W","38.0","2,W","206","2,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-02","14.8",",W","87","W","78",",W","2",",W","0",",W",,,,,"0",",W","5",",W","0",",W","16",",W","0",",W","27",",W,02,",,,,,"0.07",",,W,09,","81",",W,28,",,,,,"250",",W",,,,,,,,,,,"0.09",",,,W",,,"58.8",",W","67.1",",,,W","50.6",",,,W","10",",W","10",",W","40.9",",W","49",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-03","13.9",",W","241","W","154",",W","1",",W","1",",W",,,,,"0",",W","0",",W","0",",W","28",",W","0",",W","49",",W,06,",,,,,"0.15",",,W,05,","81",",W,26,",,,,,"24",",W",,,,,,,,,,,"0.15",",,,W",,,"69.2",",W","75.3",",,,W","63.0",",,,W","360",",W","360",",W","40.9",",W","48",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-04","17.4",",W","590","W","349",",W","0",",W","0",",W",,,,,"0",",W","0",",W","0",",W","30",",W","2",",W","60",",W,05,",,,,,"0.00",",T,W,27,+","96",",W,27,",,,,,"0",",W",,,,,,,,,,,"0.00",",T,,W",,,"76.6",",W","82.7",",,,W","70.6",",,,W","160",",W","190",",W","35.1",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-05","15.7","3,W","961","W","371","3,W","1","3,W","1","3,W",,,,,"0","3,W","0","3,W","0","3,W","28","3,W","1","3,W","56","3,W,03,",,,,,"0.15","3,,W,12,","90","3,W,30,",,,,,"0","3,W",,,,,,,,,,,"0.15","3,,,W",,,"78.2","3,W","84.2","3,,,W","72.3","3,,,W","50","3,W","40","3,W","51.0","3,W","58","3,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-06","13.2","1,W","1506","W","545","1,W","2","2,W","0","2,W",,,,,"0","1,W","0","1,W","0","1,W","29","1,W","20","1,W","73","1,W,07,+",,,,,"0.06","2,,W,27,","92","1,W,30,+",,,,,"0","1,W",,,,,,,,,,,"0.11","2,,,W",,,"83.8","1,W","89.9","1,,,W","77.6","1,,,W","150","1,W","150","1,W","31.1","1,W","38","1,W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-07","13.0",",W","2122","W","616","1,W","0",",W","0",",W",,,,,"0","1,W","0","1,W","0",",W","31",",W","31",",W","75","1,W,05,+",,,,,"0.00",",T,W,30,+","93",",W,24,+","0","W",,,"0",",W",,,,,,,,,,,"0.00",",T,,W",,,"85.6","1,W","92.0",",,,W","79.1","1,,,W","110",",W","150",",W","30.0",",W","38",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-08","12.1",",W","2798","W","676",",W","0",",W","0",",W",,,,,"0",",W","0",",W","0",",W","31",",W","31",",W","76",",W,29,",,,,,"0.00",",T,W,25,+","100",",W,28,","0","W",,,"0",",W",,,,,,,,,,,"0.00",",T,,W",,,"86.8",",W","93.8",",,,W","79.8",",,,W","140",",W","150",",W","28.0",",W","35",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-09","11.0",",W","3371","W","573",",W","1","3,W","0","3,W",,,,,"0",",W","0",",W","0",",W","30",",W","27",",W","66",",W,07,",,,,,"0.02","3,,W,20,","104",",W,03,","0","W",,,"0",",W",,,,,,,,,,,"0.02","3,,,W",,,"84.1",",W","92.5",",,,W","75.6",",,,W","110",",W","150",",W","33.1",",W","206",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-10","11.6",",W","3734","W","364",",W","5",",W","3",",W",,,,,"0",",W","0",",W","0",",W","30",",W","4",",W","54",",W,20,",,,,,"1.36",",,W,13,","92",",W,13,","4","W",,,"4",",W",,,,,,,,,,,"1.78",",,,W",,,"76.6",",W","84.6",",,,W","68.6",",,,W","40",",W","140",",W","36.9",",W","81",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-11","13.0",",W","3900","W","165","2,W","6",",W","0",",W",,,,,"0","2,W","0","2,W","0","1,W","23","1,W","1","1,W","40","2,W,11,",,,,,"0.06",",,W,15,","90","1,W,16,","51","W",,,"47","1,W",,,,,,,,,,,"0.25",",,,W",,,"69.1","2,W","77.4","1,,,W","60.7","2,,,W","340",",W","340",",W","40.9",",W","48",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2011-12","12.8",",W","3930","W","30","4,W","7",",W","5",",W",,,,,"0","4,W","0","4,W","0","4,W","13","4,W","0","4,W","37","4,W,07,",,,,,"0.48",",,W,10,","81","4,W,01,","241","W",,,"190","4,W",,,,,,,,,,,"1.07",",,,W",,,"59.1","4,W","66.7","4,,,W","51.4","4,,,W","190",",W","210",",W","35.1",",W","150",",W"
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2012-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2012-02",,,,,,,"10","5,W","5","5,W",,,,,,,,,,,,,,,,,,,,,"2.43","5,,W,05,",,,,,,,,,,,,,,,,,,,"3.96","5,,,W",,,,,,,,,,,,,,,,
"USW00012926","CORPUS CHRISTI NAS, TX US","27.68786","-97.29158","4.7","2012-03","14.1",",W",,,"222",",W","6",",W","3",",W",,,,,"0",",W","0",",W","0",",W","30",",W","0",",W","46",",W,04,",,,,,"0.79",",,W,20,","86",",W,31,",,,,,"25",",W",,,,,,,,,,,"1.08",",,,W",,,"71.4",",W","78.4",",,,W","64.3",",,,W","120",",W","130",",W","36.0",",W","206",",W"
