Site Name,Longitude,Latitude,Correlation,P-value
ON ROOF OF GOOD SHEPARD LUTHERAN HOME,96.25,41.75,0.020186585073050278,0.701089671917141
ON ROOF OF HEALTH DEPARTMENT,96.75,40.75,-0.015878134523187398,0.8716623957580715
ON TOP OF ELEMENTARY SCHOOL,96.0,41.25,0.03301203433658085,0.6863965634056213
OPEN FIELD/RESIDENTIAL AREA BY DESCHUTES RIVER. CITY PUMP STATION.,121.25,44.0,0.034853947098002123,0.46331467956813066
ORANGE GROVE,111.0,32.25,-0.19147733107142098,0.0002738103095058233
ORGAN PIPE NM,112.75,32.0,-0.0696786230530596,0.6819599843652687
OWENSBORO PRIMARY,87.0,37.75,-0.02998272790613031,0.6597606903836898
Oak Park,83.25,42.25,0.11774401874031204,0.30457377797053176
Oakland,122.25,37.75,0.04236364517150106,0.42292439412561045
Oakland West,122.25,37.75,0.046961850559563915,0.3776712376863317
Oakridge - (OAK),122.25,43.75,-0.02645948659934853,0.47901706072351874
Ocala YMCA,82.0,29.25,0.16098673644735942,1.630994513773128e-05
Odessa Gonzales,102.25,31.75,0.17180355362668315,0.001154834883474394
Ogden Dunes- Water Treatment Plant,87.25,41.75,-0.004724706515870116,0.9299175007011189
Ohio Bell,84.25,39.25,0.0594354421433315,0.24713145272489156
Ojai - East Ojai Ave,119.25,34.25,0.11070089265746201,0.03551051600397913
Old High School,83.25,35.25,0.16363108131881174,0.379092450859316
Old Hwy 90,98.75,29.25,0.030863986309541167,0.5804859990736655
Omak-Colville Tribe,119.75,48.25,0.13886113727933141,0.011066698198290866
Ontario-Route 60 Near Road,117.75,34.0,0.009774726298253069,0.8096105246634828
PAINTED CANYON,103.25,47.0,0.036197356800373386,0.4754134991723306
PARKLANE,81.0,34.0,0.046405569208446226,0.23418142814578938
PARR,92.25,34.75,0.24130974649165854,3.700349567907503e-11
PDO - Portland Deering Oaks,70.25,43.75,-0.09505214225083443,0.05975493256711608
PECK,97.25,37.25,0.015855816020007272,0.7714765876300719
PENN STATE OZONE MONITORING SITE,77.0,41.75,-0.016421100409255155,0.8413847438288635
PERKINSTOWN,90.75,45.25,-0.05908016330177532,0.26964403511081764
PERSHING SCHOOL,88.0,41.75,-0.03137917841998332,0.5501140572635714
PFIZER LAB SITE,74.0,40.75,-0.035357292244884556,0.7632968071618591
PHENIX CITY - SOUTH GIRARD SCHOOL,85.0,32.25,0.14924218110414453,0.05139039343525744
PIKEVILLE PRIMARY,82.75,37.25,0.07996039202225584,0.12729809003057987
PINNACLE STATE PARK,77.25,42.0,0.11542013554118832,0.012281216861475399
PORTSMOUTH - PEIRCE ISLAND,70.75,43.0,-0.08495837976694327,0.10706518779969221
POTAWATOMI,88.75,45.75,-0.0348834776051053,0.48661800752738654
POTOSI,90.75,42.75,-0.03323372502399939,0.5267816845344273
PROCTOR MAPLE RESEARCH CTR,72.75,44.75,-0.06221066552300244,0.16613118651286898
PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,83.25,42.25,0.031456010783792926,0.4990896370978076
PS 274,74.0,40.75,-0.033455994408509805,0.5813472424028743
PS 314,74.0,40.75,-0.040310496013650915,0.4302886527926059
"PUBLIC WORKS, DES MOINES IA, FRM, SEQ. SAMPLER, SPM, ROOF",93.75,41.75,0.019639386725738596,0.6671266497142135
PULLMAN - DEXTER AVE 4,117.25,46.75,0.057083631938103736,0.2787119580814052
Padonia,76.75,39.25,0.0036391595018424026,0.9434822321254573
Paducah Transit,88.75,37.0,0.0249065912327852,0.6409542894393279
Painesville,81.25,41.75,0.18205848424372983,6.131928983062597e-05
Pala Airpad,117.0,33.25,0.10118905452697162,0.09644229532057251
Palm Springs,116.75,33.75,-0.018291502343569993,0.8656785003593489
Palm Springs Fire Station,80.25,26.0,0.21826159385318766,0.005559709633726482
Palo Verde,115.25,36.25,0.0682925836544427,0.06590363152411507
Paradise - Theater,121.75,39.75,0.13047033228359284,0.07916946283227624
Paradise-Clark,121.75,39.75,0.10459600302002457,0.12276834296062422
Parkway East Near-Road,79.75,40.25,0.3199161649016989,7.518812161094267e-11
Pasadena,118.25,34.25,-0.0054229905367195914,0.9593117657303877
Pascagoula,88.75,30.25,0.09151829810215036,0.08120910702845956
Paterson,74.25,41.0,-0.004336535648010796,0.9370673548609698
Paul Meyer,115.25,36.0,0.01676480086704896,0.7495635686594074
Paynes Prairie Farm,82.25,29.75,0.2357552043104655,3.4797090742386253e-19
Pechanga,117.0,33.25,0.05208359810820787,0.4328128587562349
Pendleton - McKay Creek,118.75,45.75,0.059296100922203554,0.25849343595008173
Pennsauken,75.0,40.0,0.043386752985964616,0.48188274968314715
Penobscot,68.75,45.0,0.4882551724159833,0.0016138577502100198
Pepsi Place,81.75,30.25,0.054952792319219367,0.13907730586054512
Petrified Forest NP - South Entrance,110.0,34.75,0.21930926384837113,0.17393430816609728
Pico Rivera #2,118.0,34.0,-0.008456199065927652,0.9380390627326345
Pierre Airport,100.25,44.25,0.03476592366788312,0.5114243398736148
Pinedale Gaseous,109.75,42.75,-0.05286362158337717,0.1536241324671296
Pinehurst,116.25,47.75,-0.06209200209859317,0.1194932035973331
Piney Run,79.0,39.75,0.15429404771386288,0.0023364974534372785
Piru - Pacific,118.75,34.25,0.11775959558225726,0.025256100042269705
Pitt Agri. Center,77.25,35.75,0.016864001207003446,0.7518548344296705
Platteville - Middle School,104.75,40.25,-0.05641327173878245,0.5601316536963972
Pleasanton - Owens Ct,122.0,37.75,0.03338870030243593,0.5359223778049339
"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy",87.0,39.0,-0.01689478125743634,0.7216750204303303
Pocatello - Garrett and Gould,112.25,43.0,0.03580248913084099,0.5068390143668722
Pomeroy Sewage Treatment Plant,117.75,46.25,0.03157886177641903,0.5475776533937871
Pompano Highlands,80.0,26.25,0.06999211177167042,0.0594356374308302
Ponca City,97.0,36.75,0.005123799505151445,0.9254496269417231
Port Allen,91.25,30.75,0.17271800868217055,2.888329202046474e-05
Port Angeles - 5th St,123.25,48.0,-0.11513422423803424,0.03032778079899498
Port Arthur Memorial School,94.0,30.0,0.2358634270126229,4.552018251188542e-09
Port Huron,82.25,43.0,-0.013857678913072043,0.7930166537690511
Port Townsend-San Juan,122.75,48.25,0.003827914320190106,0.9431129976863806
Porterville,119.0,36.0,0.04847360875053089,0.36317359126782983
Portland - SE Lafayette,122.75,45.25,0.04341787407327091,0.24859149751019127
Portland Cully Helensview School (PCH),122.75,45.75,0.02227810121715658,0.671408827183491
Portsmouth WTP,83.0,38.75,0.22273910160601487,4.262260242376868e-06
Preble NCore,84.75,39.75,-0.011249066614798386,0.8080271095471749
Preston,111.75,42.0,-0.07929631686694186,0.09898626540474473
Prineville - Davidson Park,120.75,44.25,0.07501832620352805,0.039323322379261894
Public Health,91.75,42.0,-0.01754032528435518,0.55357941515938
Public Safety Building,68.25,47.25,-0.07153932099119817,0.1714455275160816
Pueblo - Fountain School,104.75,38.25,0.18477019850710974,0.09866978887198095
QUABBIN RES,72.25,42.25,-0.057250492471354386,0.2766397806147668
QUEENS COLLEGE 2,73.75,40.75,-0.03881946261102162,0.3951196722717033
Queens College Near Road,73.75,40.75,-0.06047177217415746,0.3072921046590395
Quincy-3rd Ave NE,119.75,47.25,0.17223812203372824,0.0010679455811322468
RAPS,83.75,41.75,0.08656569311263972,0.3471558351762499
REGIONAL OFFICE BUILDING,87.75,42.0,-0.04749213750632372,0.3709499118330763
RICHMOND POST OFFICE,74.25,40.75,-0.04821727621002501,0.3428827610260522
RITZVILLE - ALDER ST,118.25,47.0,0.058559325527810686,0.2644672085334009
RIVER TERRACE,77.0,39.0,0.028461035718101282,0.5878239878036725
RIVERSIDE,68.0,46.75,-0.05264969150028572,0.2754408926438244
ROCHESTER 2,77.75,43.25,-0.05079536869571773,0.2662032056683756
ROCK ISLAND ARSENAL,90.75,41.75,-0.03453210243203849,0.5107514053016089
ROCKINGHAM CO. VDOT,78.75,38.25,0.08760121067986672,0.34345926363289303
ROSALIA - JOSEPHINE ST,117.25,47.25,0.04141266696003595,0.4327770579333757
ROSE ELEMENTARY,111.0,32.25,-0.021950900148323724,0.7220739192747901
ROSE PARK,112.0,40.75,-0.07841823967572167,0.009663992274863474
ROSSITER PUMP HOUSE,112.0,46.75,0.01748322176216013,0.6243293832706097
Rahway,74.25,40.75,-0.03330385360610359,0.5417392886554849
Ramsey Health Center,93.0,45.0,-0.08964736448888325,0.23944434870732909
Rancho & Teddy,115.25,36.25,0.01621182338659473,0.7582104464897561
"Rangely, Golf Course",108.75,40.0,-0.002133403384564456,0.9706465382263578
Reading Airport,76.0,40.25,-0.010735322482753586,0.8139538194782586
Red Bluff-Walnut St. District Office,122.25,40.25,0.15211985969959935,0.015242223355144545
Red Lake Nation,95.0,48.0,0.12048795293558225,0.001179743347348199
Redding - Health Department,122.25,40.75,0.08370490697513745,0.10191193055656202
Redwood City,122.25,37.25,0.09202366158138195,0.09070923448050329
Redwood NP,124.0,41.75,0.15116471262301354,0.3518023486844959
Remount,80.75,35.25,0.021512046832187607,0.6755325084988506
Reno4,119.75,39.75,0.03479881066557714,0.44449881041307143
Research Farm,96.75,44.25,0.052472498946331804,0.3325829031646549
Reseda,118.75,34.25,0.05090494724083132,0.2905633097607099
Rest,78.0,39.25,0.09183139714468078,0.032718769364611884
Richard Gebaur-South,94.75,38.75,0.08328832255822945,0.11518189581270886
Rider University,74.75,40.25,-0.04047356949731819,0.45102640288774626
Ridgecrest-Ward,117.75,35.75,0.12431378236131974,0.0448028625221341
Ritner (RIT),75.25,40.0,-0.009591991891522302,0.8560799255204886
Riverton Mobile,108.25,43.0,-0.06384008792673064,0.0873783732391039
Rochester Near-Road,77.75,43.25,-0.060706894206208124,0.23346472387132156
Rock Springs SLAM site,109.25,41.75,0.01814077537924104,0.6260350991436859
Rockford Fire Department Admin. Bldg,89.0,42.25,-0.040221471508052685,0.44361416797653647
Rockland County,74.0,41.25,-0.04018409648127386,0.4459297539853355
Rockville,77.0,39.0,0.034845736378613316,0.5152378552351143
Rockwell,80.25,35.75,0.013178621912165473,0.8062052773846893
Rocky Mountain NP - Long's Peak,105.75,40.25,0.039244498821882697,0.8100000326672894
Rome,85.25,34.25,0.0977702343410979,0.06850286309921655
Roosevelt,110.0,40.25,-0.11040843273862538,0.00032918285646924277
Roosevelt School-Bridgeport,73.25,41.25,-0.043862290323013725,0.368185269238777
Roseville-N Sunrise Ave,121.25,38.75,-0.021653460775940367,0.6838849233552955
Rubidoux,117.25,34.0,0.014730376442299912,0.6978560877300773
Rule High School (relo),84.0,36.0,0.12705305803938435,0.011078186476686132
Rumford Avenue Parking Lot (RAP),70.75,44.75,-0.04933022119347169,0.35611827275006236
Rutgers University,74.25,40.25,-0.04882014212892445,0.31996194220556157
Ryder,101.75,48.0,0.08007422830090323,0.1267556556066289
SAGUARO PARK,110.75,32.25,0.050905586975671456,0.7550797933227165
SAUVIE ISLAND-SIS,122.75,45.75,0.049156725382638294,0.3510266759263745
SEATTLE - BEACON HILL,122.25,47.75,0.2789235530501772,4.924198554080453e-09
SEATTLE - DUWAMISH,122.25,47.75,0.06758956737132198,0.05837626251852807
SEATTLE - SOUTH PARK #2,122.25,47.75,0.1633012155271034,0.001746861392393396
SEILING MUNICIPAL AIRPORT,99.0,36.25,0.1279405873100794,0.014718984624004868
SF-USD,96.75,43.75,-0.0037866665594522672,0.9434025490027085
SHADY COVE School (SCS),122.75,42.75,0.04479517246282473,0.3934910249333334
SIPSEY (closed 11-01-2007),87.25,34.25,0.023678242135970775,0.9011589278217705
SITE MOVED ACROSS ROAD FROM BEARD CENTER TO BEHIND IORI RESEARCH BLD,80.75,25.25,0.2753084609037827,0.014705750696993494
SOMERSET,84.75,37.0,0.09036747479126167,0.08643017863230044
SOUTH OF BADLANDS NP HEADQUARTERS,102.0,43.75,0.06674916681442014,0.1822148297317131
SOUTH PHOENIX,112.0,33.25,-0.09614447187496265,0.06882880333091322
SOUTH VALLEY,106.75,35.0,-0.0915932130572242,0.024857790027648985
SPOKANE - AUGUSTA AVE,117.25,47.75,0.016423187579482166,0.7736968467458119
SPOKANE - MONROE ST,117.25,47.75,0.022580507131289333,0.6777775806039998
SPOKANE - WELLPINIT  FORD RD (SPOKANE TRIBE),118.0,48.0,0.04248068001268548,0.42034749909451063
SPRINGDALE,94.0,36.25,0.1341208881916504,0.005730967573281884
SPRINGFIELD PUMP STATION,87.75,42.0,-0.033248647449319484,0.4993770486703314
"ST JOHNS ROAD QUAKER CITY, OH",81.25,40.0,0.03729852495249644,0.847671685978612
"ST.ANDREWS STATE PARK, PANAMA CITY BEACH",85.75,30.25,0.19600232902927622,9.759943245747223e-08
STILWELL,94.75,35.75,0.08503223082565685,0.09924363848725208
STUTTGART,91.75,34.75,0.2868423836948085,0.0014914817780130117
SYDNEY,82.25,28.0,0.13871161050810518,1.028584345396856e-05
Sacramento-1309 T Street,121.25,38.75,-0.011914445831229544,0.8040759545098263
Sacramento-Bercut Drive,121.75,38.75,-0.08202210868505408,0.1261702290702931
Sacramento-Del Paso Manor,121.25,38.75,-0.0482469238582086,0.23066743399455744
Saguaro National Park - West,111.25,32.25,0.16192747000912136,0.34541318548077093
Salem - State Hospital,123.0,45.0,-0.04450265857346938,0.3965906691677979
Salem - Turner at Cascade School (CJH),123.0,44.75,-0.034701245829666605,0.5092671631489287
Salem High School,80.0,37.25,0.13165184631564075,0.15176490767089748
Salinas 3,121.75,36.75,0.21700956901031787,1.657074375893052e-05
Salladasburg,77.25,41.25,0.0419414094441137,0.6139848821100967
Salmon - Charles St.,114.0,45.25,0.01355948077124622,0.73430147550494
San Antonio Interstate 35,98.25,29.75,0.21134874669782389,8.38951340418011e-05
San Antonio Northwest,98.75,29.75,0.18288945965499193,0.0003778286045718624
San Bernardino,117.25,34.0,-0.05444423593592885,0.6102884760296007
San Diego - Kearny Villa Rd.,117.0,32.75,0.026129481615597396,0.8312342116284326
San Diego - Sherman Elementary School,117.25,32.75,0.04296115248997588,0.3993399390361274
San Diego -Rancho Carmel Drive,117.0,33.0,-0.08193247470406669,0.5520626188406109
San Francisco,122.25,37.75,-0.012158753503931469,0.8311553621107282
San Jose,106.75,35.0,-0.13062467387281768,0.016586840624369766
San Jose - Jackson,122.0,37.25,0.06603987490063903,0.21779262731520538
San Jose - Knox Avenue,121.75,37.25,0.07640901149605468,0.15197269628387622
San Lorenzo Valley Middle School,122.0,37.0,0.026137355079503263,0.6235590569354247
Sandersville,82.75,33.0,0.10296370030402227,0.009364654728974225
Sandpoint,116.75,48.25,-0.022104987835396245,0.6772288674261404
Sanford (Seminole Community College),81.25,28.75,0.0748283824725572,0.04075913933507241
Santa Barbara,119.75,34.25,0.0990721445985843,0.06112550091747291
Santa Clarita,118.75,34.25,0.08117209859235015,0.12421647955828359
Santa Cruz,122.0,37.0,0.047295289760417684,0.3783870182689731
Savannah-L&A,81.25,32.0,0.0961252507639326,0.01765406092058648
Scottsbluff Senior High School,103.75,42.0,-0.029176302760215843,0.5902354814785945
Scranton,75.75,41.25,-0.00014568998930861748,0.9977928997256326
Seabrook Friendship Park,95.0,29.75,0.22077927808471062,2.1918770863218407e-05
Seattle-10th & Weller,122.25,47.75,0.1442849866243784,0.006315635972411747
Seeley Elementary School,113.25,47.25,-0.06778792230847193,0.19631180279148086
"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",86.0,46.25,-0.05294253324000852,0.33989604854107625
Senior Center Air Monitoring Station,111.75,33.25,0.1436655723911753,0.1792209000256411
Sequoia & Kings Canyon NPs - Ash Mountain,118.75,36.25,0.05345371727933121,0.33008811489066936
Sequoia NP-Ash Mountain,118.75,36.25,-0.10777895492231293,0.5137001999622965
Shadyside,80.75,40.0,0.47551773535453795,2.82790987900649e-18
Sheffield,81.75,30.25,0.14087042351238782,0.00013418693916396692
Shelton - W Franklin,123.0,47.25,0.08349472293081557,0.11226925464436807
Shenandoah NP - Big Meadows,78.25,38.75,0.10112441709811217,0.05291414640799127
Sheridan - Police Sta. SLAM Site,107.0,44.75,-0.013275784784606923,0.6941119667403036
Shirley Plantation,77.25,37.25,0.016245657319998972,0.7590275596773928
Shreveport / Airport,93.75,32.75,0.28135463688079393,9.401316762067104e-08
Shreveport / Calumet,93.75,32.25,0.24436058888987516,0.00909731872879283
Sidney 201,104.75,47.75,0.060243391832634025,0.25095059124830116
Signal Hill (LBSH),118.25,33.75,0.05618757335690371,0.27459040673996077
Silverton - (SJW),122.75,45.0,-0.022519126419465418,0.6680644259583414
Simi Valley-Cochran Street,118.75,34.25,0.09778224986755714,0.008792619280070704
Sinclair,84.25,39.75,0.07000135231390558,0.1029022104587799
Sisters Forest Service Station (SFS),121.75,44.25,0.039166648040503724,0.46005300267520083
Sloss Shuttlesworth,86.75,33.75,0.2582949285781902,7.665068312405111e-05
Smithfield,111.75,41.75,-0.049581408248233455,0.05891326724155037
Smoky Row Near Road,83.0,40.0,0.10899795896568569,0.017483426411426816
Socorro Hueco,106.25,31.75,0.03755073745604605,0.47632126017076754
South Bend-Shields Dr.,86.25,41.75,-0.008265488714010259,0.8485910819051331
South Broadway,90.25,38.75,0.016895503406848547,0.7493643956026762
South DeKalb,84.25,33.75,0.12214773804307787,0.00047053786313237133
South Fayette,80.25,40.25,0.7889417937209193,7.280469909596829e-26
South Pass,108.75,42.75,0.051780267055579206,0.17240481629814428
Southerly WWTP,81.75,41.25,0.7073024980890967,6.003605050257957e-06
Southwest Minnesota Regional Airport,95.75,44.25,0.038802524043846855,0.299124190042678
Southwestern H.S.,83.0,42.25,0.015049386041439525,0.7618386297211451
Spanish Fork,111.75,40.25,0.0786131958455875,0.034943458802900014
Spanish Springs,119.75,39.75,-0.06617255129754882,0.207211138829836
Sparks,119.75,39.75,-0.06895453922139264,0.1887046015243958
Spring Creek,107.75,43.0,0.054086380785637024,0.213819134953752
Spring Hill Elementary School,83.75,36.0,0.09164044533581328,0.08511826023064911
Springfield - City Hall,123.0,44.0,-0.024662730202065386,0.6386150569919484
Springfield Fire St1,83.75,40.0,0.06519128044341846,0.15558520982562585
Springfield Near Road Site,77.25,38.75,0.038223653638370284,0.4696891913718587
Spruce Pine Hospital,82.0,36.0,0.07887533494404778,0.13580745319133924
St Theodosius,81.75,41.25,0.24170159306501707,2.7334390580744434e-09
St. Joseph Pump Station,94.75,39.75,0.16635474032945638,1.7680964093101336e-05
St. Louis Park City Hall,93.25,45.0,-0.0998503978635965,0.1594971188229843
St. Maries,116.75,47.25,-0.03942848506194533,0.30889481899444593
St. Marks Wildlife Refuge,84.25,30.0,0.24109088615956376,2.052454354866582e-12
St. Michael Elementary School,93.75,45.25,-0.046823259452221995,0.221322825801109
St. Petersburg College,82.75,28.0,0.2300964393590237,3.7327158759363166e-10
State College,78.0,40.75,0.030171000800703403,0.5709932275614176
State of Vermont District Court Parking Lot,73.0,43.75,-0.04055891116309155,0.4167804161694849
Stellantis-FCA Mack Avenue Assembly Plant Fiat Chrylser Automobiles,83.0,42.25,-0.017959813418137245,0.7823801736784436
Steubenville,80.75,40.25,0.5476611115703752,5.770938194809236e-43
Stn.1 Big Pine Paiute site,118.25,37.25,0.15410663991300377,0.039428942162725036
Strongstown,79.0,40.75,0.154513907870665,0.0033348686919553406
Stuart,80.25,27.25,0.19035337364350188,2.465680191735588e-07
Sunny Acres,81.75,30.25,0.0853486746175137,0.022374275430068327
Sunnyside-S16th St (Harrison Middle School),120.0,46.25,0.12762721331132587,0.016897884711014766
Sunrise Acres,115.0,36.25,0.0004074140819869593,0.9929116397195324
Sweet Home - FD  (SFD),122.75,44.25,-0.03499550905777371,0.5050921122160126
Sycamore,84.25,39.25,0.07287404228348397,0.17623811712319
T.K. Gregg,82.0,35.0,0.033902591577386385,0.3633420377856392
TACOMA - ALEXANDER AVE,122.25,47.25,0.22201573095814645,2.430694067021874e-05
TACOMA - L STREET,122.25,47.25,0.37943733411425,1.249852291863945e-25
TAHOLAH-CHITWIN DRIVE,124.25,47.25,0.04470114629480757,0.43970267164699467
TB - Tukey's Bridge,70.25,43.75,-0.12272982765164765,0.027660045219716045
TEMPE,112.0,33.25,-0.05813247480309406,0.2686322132775169
TEN MILE CREEK DNR OFFICE,88.75,38.0,0.008732242567083137,0.8679521901631215
TERRE HAUTE CAAP/ McLean High School,87.25,39.25,-0.0011586045555874666,0.9761735998220851
THOMPSON FALLS HIGH SCHOOL,115.25,47.75,-0.017380129319716733,0.7413857714547071
TONTO NM,111.0,33.75,0.09980247821388138,0.5400590913948693
TOPPENISH - WARD RD (YAKAMA TRIBE),120.25,46.25,0.1660218316897841,0.0015020453626212553
"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",83.75,42.25,0.03055688046509321,0.44317284671973733
"TRAFFIC, RURAL PAVED ROAD",121.75,39.25,0.004571584957834835,0.9320856851190727
TRENTON,81.75,33.75,0.060414154724764954,0.18500260018294623
TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),83.25,42.25,0.04915270553796622,0.35648203188902644
TRNP-NU,103.25,47.75,0.05162121583343176,0.32603210846900066
TROUT LAKE,89.75,46.0,-0.049441789814431,0.3591933241444849
TRURO NATIONAL SEASHORE,70.0,42.0,0.162329910479654,0.3371001620272005
TULSA SOUTH,96.0,36.0,0.00897314652111789,0.8647150842533194
Table Mountain Air Monitoring Site,119.75,37.0,0.1005564825539085,0.05768170899252494
Tacoma-S 36th St,122.25,47.25,0.2052380983186112,1.7365807748216985e-07
Taft NCore PAMS,84.75,39.25,0.01685639706061601,0.7128862715926796
Talahi School,94.25,45.75,-0.01682639959197497,0.6499171178813199
Tallahassee Community College,84.25,30.25,0.12975339643845188,2.9555081787333505e-05
Ted Walker Park,111.0,32.25,-0.10198804878222797,0.05992797561336531
Temecula,117.0,33.75,0.0915619784209148,0.08190881908674534
Temple Georgia,97.25,31.0,0.29518431100260045,3.507643445963572e-08
Texarkana New Boston,94.0,33.25,0.150540201122631,0.004418370966206217
The Dalles - Cherry Drive,121.25,45.75,0.05801778220617728,0.2689180234750483
Thibodaux,90.75,29.75,0.33886280252842393,8.486139410748638e-11
Thousand Oaks,118.75,34.25,0.10117959846307173,0.05511150560873456
Toms River,74.25,40.0,-0.051333990045801296,0.344615236874277
Torresdale Station,75.0,40.0,-0.006505289350757414,0.9019699964071388
Towanda,76.75,41.75,-0.14142676882812974,0.09086741693575404
Tracy-Airport,121.25,37.75,0.012717368971998377,0.8147258365386313
Tranquillity,120.25,36.75,0.013874002489695175,0.7916520249457765
Trenton,74.75,40.25,-0.025404087181766587,0.6318929576319718
Trinity,122.75,40.75,0.041096145028888705,0.8174983047232363
Triple Oak,78.75,35.75,-0.0028446480559378468,0.9578311840803326
Troost,94.75,39.0,0.08186498397654615,0.06037806466714186
Tualatin Bradbury Court (TBC) - Near Road Site,122.75,45.25,0.03489048065706592,0.33804565900210937
Tukwila Allentown,122.25,47.25,0.19281043259759117,1.8515574323096636e-07
Tulalip-Totem Beach Rd,122.25,48.0,0.36329298981205044,2.03096253862932e-11
Turlock,120.75,37.25,0.002481253952121366,0.9627383289257906
Twin Falls,114.25,42.75,-0.0046196642742830215,0.9312747498090501
U of M - Duluth,92.0,46.75,0.01870937749478006,0.6172174154269852
US FOREST SERVICE OFFICE - BAKER CITY,117.75,44.75,0.019139353468242734,0.7162842449678996
US-EPA Laboratory,71.25,41.25,-0.04643283115069302,0.3878392038428077
USMC Reserve Center (Gandy),82.75,28.0,0.3104558074454529,1.0531076203004473e-16
UTE 1,107.75,37.25,0.034063907219053544,0.5188255331397565
UTE 3,107.75,37.0,0.1532287109860304,0.006433312042948331
UTICA HEALTH DEPT,75.25,43.0,-0.06812445048598247,0.20293358260805808
Union,95.75,37.0,0.030235877153523348,0.5853208112111326
Union City High School,74.0,40.75,-0.03678965030450299,0.4877490731086668
Uniontown,79.75,40.0,0.09235801733642086,0.25460653498678504
United Avenue,84.25,33.75,0.09173413849341548,0.08750177622214601
Upland,117.75,34.0,-0.025524321379037106,0.8112614059320341
Utah Technical Center,112.0,40.75,-0.06956260046438723,0.06246568668673895
VDOT Chesterfield Residency Shop,77.75,37.25,0.03591963068342016,0.708200700923555
VIKING LAKE STATE PARK,95.0,41.0,0.0461574867921789,0.1826973087007944
VILLAGE GARAGE,87.75,41.75,-0.020558141994897184,0.6788566395604911
VILLAGE HALL,87.75,41.75,0.03501793468301707,0.6435619224366452
VON HILLERN ST,71.0,42.25,-0.04602973919819075,0.2278975149540736
Valdosta,83.25,30.75,0.18278608065985977,6.148401230606954e-05
Vancouver-NE 84th Ave,122.75,45.75,0.03265820022628539,0.5413944641124147
Vermillion DOT,97.0,42.75,-0.009193238313309452,0.8627683207286984
Vernal #4,109.75,40.25,-0.11393844393673197,0.002328073172243676
"Vernon St, Pawtucket",71.25,41.75,-0.009343588355325463,0.8344185421498295
Victorville-Park Avenue,117.25,34.75,0.08949712346096239,0.01660205795477091
Vinton,93.75,30.25,0.27049745742041986,0.01035397284342164
Virgin Valley High School,114.0,36.75,0.10930975721168468,0.03684696812519958
Virginia City Hall,92.75,47.75,0.05401868139184162,0.14705044667548536
Visalia-W. Ashland Avenue,119.25,36.25,0.0022848017640265395,0.962942949731913
Vista View Park,80.25,26.0,0.08460033148442485,0.0245803594636328
Von Ormy Highway 16,98.75,29.25,0.15078999951713642,0.005684893092361161
Voyageurs NP - Sullivan Bay,92.75,48.25,-0.09187923933036007,0.4775558295581015
WALLA WALL - 12TH ST,118.25,46.0,0.08365080516074505,0.11720993810302908
WASHINGTON HS,87.75,41.75,-0.02207263309682092,0.8100915071066042
WASHINGTON IRVING JUNIOR HIGH SCHOOL,80.25,39.25,0.6381244736162359,2.5211101811546136e-10
WATER PLANT,90.0,38.75,0.14497235380726714,0.05151194568413938
WATER STREET,72.25,43.0,-0.020290509076023772,0.6854110331558488
WAUKESHA - CLEVELAND AVE,88.25,43.0,-0.06706580968103587,0.1753030458491122
WEST PHOENIX,112.25,33.25,-0.10563623751475529,0.03853830691064289
WESTOVER AFB,72.75,42.25,-0.06005157024762227,0.2550995674129714
WHALEY PK 3610 IOWA (FLINT),83.75,43.0,-0.03940481446535454,0.42959801888372523
WHITE PLAINS,73.75,41.0,-0.04984386631853139,0.3483843774276416
WHITEFACE BASE,73.75,44.25,-0.07242221212904665,0.1360710479803612
WICHITA HD,97.25,37.75,-0.029420005278798816,0.6105733354852434
WINTER PARK,81.25,28.75,0.07364618077664549,0.04917085909522727
WINTHROP - CHEWUCH RD,120.25,48.25,0.143431384088758,0.0063358624826319425
WISHRAM - HWY 14,121.0,45.75,0.21810450332849945,0.17637052049829502
WORCESTER SUMMER STREET,71.75,42.25,-0.06744960761332537,0.20358579798186302
Waco Mazanec,97.0,31.75,0.2440468522978248,5.302534925349026e-06
Walnut Community Center,115.0,36.25,0.046403623727403254,0.3767095097809032
Walter Johnson,115.25,36.25,0.04287476893494397,0.4141071654873726
"Ward, Sumter Co.",88.25,32.25,0.33400965714783754,1.0650836498614875e-10
Warner Robins,83.75,32.75,0.13481676731949402,0.0029897426888640206
Water Tower,92.25,42.75,0.0020601380092599908,0.9532879880527448
Watertown Utility Yard,97.25,45.0,0.04370465390904178,0.41367356950880063
Watson Lane,86.0,38.0,0.01162406394143032,0.8248408122777565
Waveland,89.25,30.25,0.1115905648287004,0.033800354137913935
Weaverville-Courthouse,123.0,40.75,-0.020969519253715308,0.7202983939652154
Wenatchee-Fifth St,120.25,47.25,0.16423366706906087,0.0016421102689284102
West Johnston Co.,78.25,35.75,-0.04138234306094311,0.4389476142863801
West Yellowstone Park Ent #2,111.0,44.75,0.06249408437736231,0.2349410378340183
Western Conn State Univ,73.25,41.25,-0.014623771583126213,0.7648037865420065
Westlake,93.25,30.25,0.16215843014578768,0.0020850210952250542
